id,Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
,S171,"167","2373","2393",{0D766A9B-971D-4167-B7C2-5971492A4AC7},"340",VOPA_068,ARBRE,ACPL,"1",,,"57",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHETR,BLSBS,AUC,AUC,"65",NON,"début de chancres, TVJV hauban décroché mais remplacement pas nécessaire (cicatrisation blessure sur br secondaire vigoureux)",AUC,,, ,O,2021-09-14T15:24:21.000,TVJV,,DHP
,S174,"168","2374","2394",{FC6C432C-00F4-499E-9519-CFF2F2C1BB79},"0",VOPA_068,ARBRE,CTSP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"Cloture. Fente fermÃ©e sur le tronc, branches adventives, petites branches mortes",AUC,,, ,N,,,,DHP
,S174,"169","2375","2395",{1D1666D8-BA3D-4C3C-AB1D-F4EC2B75FE50},"0",VOPA_068,ARBRE,ACPL,"1",,,"80",EMPRI,PUB,AUC,HAUAF2,AUC,AIRJEN,AUC,AUC,CINBC,CVSTR,BLSBS,REJCI,"35",OUIFC,"multiples gÃ©livures ouvertes sur le tronc, dans la fourche et sur les charpentiÃ¨res, noeuds mal refermÃ©s, grosse branche arrachÃ©e, carie de racines, cavitÃ© dans la fourche, petites branches mortes",ABSECT,90,TVERTE," défauts sévères en fourche primaire et et cime, bois mort aussi. DHP estimé",O,2021-10-22T19:26:39.000,TVJV,,DHP
,S174,"170","2376","2396",{949ABBAD-73F5-49E4-B530-EAE214699498},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S174,"171","2377","2397",{DBC9AE5E-BEDF-47B7-8B04-9F1B7F146B60},"0",VOPA_068,ARBRE,ACSA,"3",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,cloture encastrÃ©e dans le pied. Tiges soudÃ©es avec inclusions d'Ã©corces,AUC,,, ,N,,,,DHP
,S174,"172","2378","2398",{8F32CB42-8C88-403B-A8EE-447F8C9D8EE8},"0",VOPA_068,ARBRE,ACNE,"2",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"cloture. Drageons, inclinaison",AUC,,, ,N,,,,DHP
,S174,"173","2379","2399",{CEC9A101-19E2-41AF-8800-9154CD87DF0E},"0",VOPA_068,ARBRE,ACPL,"3",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,cloture,AUC,,, ,N,,,,DHP
,S174,"174","2380","2400",{B47DC29D-43BF-4800-ACBE-1752A2C8C240},"0",VOPA_068,ARBRE,ACPL,"2",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"cloture, recently pruned/cleared from fence by unknown agents, possible the school",AUC,,, ,N,,,,DHP
,S174,"175","2381","2401",{5C3CD699-4FFC-42B9-899E-B863660814F5},"0",VOPA_068,ARBRE,FASYPU,"1",3,7,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2022,WESTGA, ,N,,,,DHP
,S174,"176","2382","2402",{823E372F-AAD3-442A-96A1-3E77DFD374CB},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"longues fentes sur le tronc et charpentiere, dÃ©but de cavitÃ© a l'embranchement, carie de racines",AUC,,, ,N,,,,DHP
,S174,"177","2383","2403",{F6E6A0E8-69F4-4BA9-A864-34001CB56A53},"0",VOPA_068,DESACT,,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,Souche,AUC,,, ,N,,,,DHP
,S174,"178","2384","2404",{F88D9579-34B7-47C8-AA6C-4D8B19E218EC},"0",VOPA_068,ARBRE,ACPL,"1",,,"70",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLSBS,AUC,DEP50,"40",NON,"dÃ©perrissement petites fentes sur le tronc, branch ruptures (25 inches diameter)  NFU: deperissement limitÃ© Ã  une partie de la couronne",ABSECT,90,TVERTE, DHP estimé,O,2021-10-22T19:07:39.000,TVJV,,DHP
,S174,"179","2385","2405",{7FA04B60-CB55-43C9-A2C7-E4D3560BD7D5},"365",VOPA_068,ARBRE,ACPL,"1",,,"74",EMPRI,PUB,AUC,HAUAF1,AUC,AUC,AUC,AUC,CINTR,CVSBC,CARBC,DEP25,"40",OUIBC,"fentes fermées au  tronc et branches primaires fourche primaire faible, branches mortes",ABSECT,90,TVERTE,,O,2021-10-22T21:41:15.000,TVJV,,DHP
