Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ESSENCE,DIAMETRE (CM),TYPE_EMP,PROPRIETE,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
S188,441,2847,2867,{C8967F57-CA79-4B23-A984-4D37248A53A2},4185,VOPA_116,GLTRIN,32,FOSSE,PUB,"grille encastré sur collet et tronc trop développé pour retirer, situé sous patio du propriétaire  ",AUC,,,,O,2021-09-29T13:38:31.000,TVJV,,DHP
S177,443,2849,2869,{8E91F33F-00D6-4F63-9858-50D2F3574061},4266,VOPA_038,ACPL,31,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-20T15:22:17.000,TVJV,,DHP
S176,444,2850,2870,{4163CFC1-0092-4AD9-B924-EDE52DF3D39A},4297,VOPA_038,ACPL,60,EMPRI,PUB, ,HAFLSS,2023,TVERTE," br prim centrale avec chancre à haubaner au br prim côté N, assainissement chancre en cime
blessure en hauteur à voir en cime côté N 
dégagement bâtiment",O,2021-09-20T14:16:43.000,TVJV,,DHP
S176,445,2851,2871,{7F06087D-CFD6-490C-99A8-08F20B911248},4287,VOPA_038,ACPL,54,EMPRI,PUB,branches mortes,ELASSA,2022,TVERTE,dépérissement à surveiller (2024),O,2021-09-20T14:09:16.000,TVJV,,DHP
S176,446,2852,2872,{A4C43E0C-398B-4220-A399-ACCFB9FBC289},4285,VOPA_038,ACSA,53,EMPRI,PUB,"debut d'inclinaison de fente de fourche a suivre, dans le futur candidate potentiel pour haubanage",ELDEGA,2023,TVERTE, ,O,2021-09-20T14:01:59.000,TVJV,,DHP
S176,447,2853,2873,{ADA8BA19-4102-47D5-AC33-E85B291A79E7},4277,VOPA_038,ACSA,92,EMPRI,PUB,"batiment gourmads, 3 branches principales
TVJV fente br primaire côté N",HAFLSS,2022,TVERTE, haubanage polygonale (fentes et cavités aux br charpentières) et élagage complet (assainissement et dégagement),O,2021-09-20T13:55:47.000,TVJV,,DHP
S176,448,2854,2874,{FE7EA875-3A89-4EC1-8ADF-AD243DB6EFCA},4275,VOPA_038,ACPL,28,EMPRI,PUB,,AUC,,, ,O,2021-09-20T13:44:59.000,TVJV,,DHP
S176,449,2855,2875,{A77C827E-A2CC-40BC-971E-DE539E3ABED4},4275,VOPA_038,ACPL,31,EMPRI,PUB, ,AUC,,, ,O,2021-09-20T13:43:11.000,TVJV,,DHP
S176,450,2856,2876,{85F82413-F761-447F-A022-04E94797446A},4275,VOPA_038,ACPLCO,40,EMPRI,PUB,batiment,AUC,,, ,O,2021-09-20T15:28:26.000,TVJV,,DHP
S201,451,2857,2877,{92AFC52D-EEC6-449E-98CF-7D802EF64920},330,VOPA_087,QUROFA,5,EMPRI,PUB,,ELASSA,2022,WEEQIN,,N,,,,DHP
S181,452,2858,2878,{AC53D035-39B4-4D43-BCDA-5385ED6667C1},4250,VOPA_038,ACPL,42,EMPRI,PUB,,AUC,,, ,O,2021-09-20T19:40:35.000,TVJV,,DHP
S181,453,2859,2879,{22971EB4-C5FE-4D5F-A255-B79B0B8CAC44},258,VOPA_087,ACPL,45,EMPRI,PUB, ,AUC,,, ,O,2021-09-20T19:45:45.000,TVJV,,DHP
S181,454,2860,2880,{CF99E84B-6D41-45B9-A5A7-38F2A81B211D},220,VOPA_087,ACRU,55,EMPRI,PUB,fente avec inclusion d'ecorce,AUC,,, ,O,2021-09-20T19:58:38.000,TVJV,,DHP
S181,455,2861,2881,{FE07A673-8EE8-4640-AE18-1087DD6B52F8},220,VOPA_087,ACSA,66,EMPRI,PUB,,AUC,,, ,O,2021-09-20T20:05:28.000,TVJV,,DHP
S182,456,2862,2882,{B2574588-83FA-4F74-AE15-16BAF27CA316},4229,VOPA_038,ACSA,64,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-20T20:13:23.000,TVJV,,DHP
S182,457,2863,2883,{307F09F6-7F93-4555-A2C7-3C9B69F3954E},4229,VOPA_038,ACSA,42,EMPRI,PUB,"fente, branches mortes",INSPRE,2024,TVERTE, dépérissement à surveiller,O,2021-09-20T20:16:38.000,TVJV,,DHP
S182,458,2864,2884,{B4080ADB-D634-4780-9033-60C940BDC98A},225,VOPA_087,ACSA,61,EMPRI,PUB, ,AUC,,, ,O,2021-09-20T20:02:39.000,TVJV,,DHP
S182,459,2865,2885,{5604AE12-7AFD-4A4B-B2C3-E132D993223C},225,VOPA_087,ACSA,69,EMPRI,PUB, ,ELASSA,2023,TVERTE, ,O,2021-09-20T19:55:23.000,TVJV,,DHP
S205,460,2866,2886,{87FE9B02-C9F9-4918-AC7E-EE3B8AD51853},4219,VOPA_038,ACPL,33,EMPRI,PUB,"batiment, fente superficiel",AUC,,, ,O,2021-09-20T15:29:33.000,TVJV,,DHP
S187,461,2867,2887,{EED3EE2E-D8D2-4406-9B6F-4B2E6E70D8C0},4217,VOPA_038,ACPL,31,EMPRI,PUB, ,AUC,,, ,O,2021-09-20T20:50:05.000,TVJV,,DHP
S187,462,2868,2888,{05F928FB-6A2D-47AC-9E97-FA111BC79B13},4217,VOPA_038,ACSA,68,EMPRI,PUB,bois mort en cime,HAFLSS,2022,TVERTE," haubanage triangulaire et assainissement, blessures d'elagage à revoir en hauteur",O,2021-09-20T20:41:54.000,TVJV,,DHP
S184,463,2869,2889,{B6EB74B3-BA8E-4649-AE31-977DDE9CFBE3},4216,VOPA_038,ACPL,48,EMPRI,PUB, ,AUC,,, ,O,2021-09-20T20:51:41.000,TVJV,,DHP
S184,464,2870,2890,{D4AA3FAB-20C5-4186-AAA5-742BA6F9220C},4216,VOPA_038,ACPL,77,EMPRI,PUB,"arbre penche gelivure ancien branche principale coupee, cavite",ABSECT,90,TVERTE, cavités importants avec houppier déséquilibré et chancre sur br secondaire,O,2021-09-20T20:27:54.000,TVJV,,DHP
S186,465,2871,2891,{18E1CBBE-01C0-40D7-8F66-E4E1567D610A},1225,VOPA_050,ACNE,48,EMPRI,PUB,collet racinaire mal situé en touchant le bâtiment,ABSECT,90,TVERTE,"carie au pied avec inclinaison au tronc, cibles importants",O,2021-09-22T14:29:51.000,TVJV,,DHP
S190,466,2872,2892,{A1EDC154-7C4E-43EB-A320-5B54253FF41F},3,VOPA_104,FRPE,35,EMPRI,PV, ,,,,"Arbre privé verifié avec Nicolas Ouellet DEP GENIE  Remove trees in winter(snow).Contacter Conseil dâ€™administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux.  Faire souches au printemps.",N,,,,DHP
S189,469,2875,2895,{AC8FB250-64F0-4BBA-93F6-191792263FE8},2,VOPA_104,GLTRIN,8,FOSSE,PUB,Tronc endommagé à la base,,,, ,O,2021-09-23T19:19:38.000,TVJV,,DHP
S189,471,2877,2897,{BB771276-71C1-4F8B-B5A0-7ADC0637859D},2,VOPA_104,CEOC,8,FOSSE,PUB,,,,, ,O,2021-09-23T19:21:25.000,TVJV,,DHP
S189,472,2878,2898,{6ADEB3CB-61AF-4B50-B9B6-33BEBB3E6191},1,VOPA_104,ULPRES,10,FOSSE,PUB,,,,, ,O,2021-09-23T19:22:32.000,TVJV,,DHP
S189,473,2879,2899,{951CE0BC-DA1F-4ECF-B51C-59214545C5A0},1,VOPA_104,GYDI,8,FOSSE,PUB,,,,, ,O,2021-09-23T19:23:39.000,TVJV,,DHP
S194,475,2881,2901,{513E4737-AE40-44F6-B467-5A125E32EC18},1,VOPA_151,ACPL,18,EMPRI,PUB,"Branches too close to building and street lamp, branche principale morte",ABDIRE,2024,TVERTE,,O,2021-09-23T19:29:45.000,TVJV,,DHP
S194,476,2882,2902,{4A8B495D-64AB-428A-BB16-B08D048CB4F6},1,VOPA_151,ACPL,26,EMPRI,PUB,branches mortes// mort,ABSECT,2022,WESTHA, ,N,,,,DHP
S194,477,2883,2903,{E534C942-312F-422F-9593-322F46F67346},1,VOPA_151,ACPL,35,EMPRI,PUB, ,AUC,,, ,O,2021-09-23T19:40:51.000,TVJV,,DHP
S194,478,2884,2904,{66AB664B-6110-4F26-BF45-1B9B0499B794},1,VOPA_151,ACPL,38,EMPRI,PUB,,AUC,,, ,O,2021-09-23T19:45:18.000,TVJV,,DHP
S192,479,2885,2905,{313C95AE-B211-482D-B6B2-DF3CD786E6F4},4119,VOPA_038,ACSA,74,EMPRI,PUB, ,ELASSA,2022,TVERTE, ,O,2021-09-23T18:52:57.000,TVJV,,DHP
S211,480,2886,2906,{0E60FECF-2209-458E-87A4-833C56047246},4129,VOPA_038,GLTRIN,34,EMPRI,PUB,batiment,AUC,,, ,O,2021-09-21T21:47:25.000,TVJV,,DHP
S211,481,2887,2907,{7C4D8B1C-FAE2-49EF-A041-165B81DDC6CD},4129,VOPA_038,GLTRIN,28,EMPRI,PUB,,ELDEGA,2024,TVERTE, suppression de gourmands aussi,O,2021-09-21T21:51:36.000,TVJV,,DHP
S210,482,2888,2908,{7AADC81C-B626-40CF-A551-1217DCF8BFF8},4251,VOPA_038,ACSA,48,EMPRI,PUB,,AUC,,, ,O,2021-09-21T21:45:01.000,TVJV,,DHP
S196,484,2890,2910,{9C2C750B-6141-4ED6-A365-8F375F23C511},0,VOPA_151,CEOC,6,EMPRI,PUB, ,,,, ,N,,,,DHP
S196,485,2891,2911,{CE9B8AB1-1DAB-4128-8D79-9E2366DD1676},0,VOPA_151,ACSA,80,EMPRI,PUB,cavités sévères fourche primaire et branches primaires,ABSECT,90,TVERTE,,O,2021-09-23T18:12:12.000,TVJV,,DHP
S196,486,2892,2912,{5148AA2D-58A2-4369-BF37-4C711492DB2E},0,VOPA_151,ACSA,112,EMPRI,PUB,"loupe au pied loupe dans la fourche, cavité sur br secondaire O mais non-exposé au vent dominant",ELASSA,2023,TVERTE,,O,2021-09-23T18:00:56.000,TVJV,,DHP
S196,487,2893,2913,{EAD0DBE3-40A6-4931-BF33-1D1A88BC6098},0,VOPA_151,ACSA,87,EMPRI,PUB,,AUC,,, ,O,2021-09-23T17:26:51.000,TVJV,,DHP
S196,488,2894,2914,{8356001E-1F05-4BE4-91DF-67DBF0D1A3FC},0,VOPA_151,ACSA,97,EMPRI,PUB, ,HAFLSS,2023,TVERTE," br secondaire côté O avec deux cavités côté SO à retirer, hauban nécessaire pour cavité d'une branche secondaire en hauteur, un autre hauban pour l'ecorce incluse sur fourche primaire",O,2021-09-23T16:09:23.000,TVJV,,DHP
S198,489,2895,2915,{C5CF3394-AACD-4751-AABF-2366675FBA51},0,VOPA_121,ACSA,50,FOSSE,PUB,,INSPRE,2024,TVERTE,"racines charcutees sur 100% du collet racinaire, dépérissement et carie au collet à surveiller",O,2021-09-23T20:19:26.000,TVJV,,DHP
S162,491,2986,3006,{C171A104-C6FF-47C3-8812-C68E433F0BE6},215,VOPA_109,SOAU,6,EMPRI,PUB,Heavy soil compaction,PLANTA,2022,WEEQIN,,O,2021-09-14T13:24:14.000,TVJV,,DHP
S162,492,2987,3007,{37CD8183-4273-4B72-98EB-940ADC65A95E},215,VOPA_109,GYDI,6,EMPRI,PUB, ,,,,,N,,,,DHP
S162,493,2988,3008,{C017363D-76BB-4D41-9FF8-79E8059AA758},215,VOPA_109,GYDI,7,EMPRI,PUB, ,,,,,N,,,,DHP
S162,494,2989,3009,{4884C019-EDF9-48BC-BA1A-464B87A77B89},215,VOPA_109,GYDI,6,EMPRI,PUB, ,,,,,N,,,,DHP
S162,495,2990,3010,{EDF3BE5B-78B6-4001-9467-89F4A0F4CFB8},215,VOPA_109,GYDI,6,EMPRI,PUB, ,,,,,N,,,,DHP
S154,500,3020,3040,{ABDE88EA-744A-4477-9FEE-3527C40EA565},4404,VOPA_038,ACPL,24,EMPRI,PUB, ,INSPRE,2023,TVERTE, dépérissement à suivre,O,2021-09-09T13:59:41.000,TVJV,,DHP
S154,501,3021,3041,{E9EB92B1-BD30-4CE6-99C2-DA60867C4378},4404,VOPA_038,MASP,10,EMPRI,PUB,,ABDIRE,2022,TVERTE,,O,2021-09-08T15:51:09.000,TVJV,,DHP
S154,504,3024,3044,{A6BE7E00-53B1-46FC-BB5B-67BCA5D99407},256,VOPA_067,PIGL,30,EMPRI,PUB,branche empeche la vue sur la signalisation de la piste cyclabe,AUC,,,,O,2021-09-09T14:33:45.000,TVJV,,DHP
S157,505,3025,3045,{CFD2E623-A52C-42A2-A90B-2A6AA1BAB7B4},4386,VOPA_038,MASP,19,EMPRI,PUB,Pas un arbre de ville,ELCOMP,2022,TVERTE,dégagement et assainissement,O,2021-09-09T19:53:15.000,TVJV,,DHP
S157,506,3026,3046,{68C2510C-A0C1-4AFC-92DE-315A834D1243},4382,VOPA_038,SYRE,24,EMPRI,PUB, ,ABSECT,2023,TVERTE, Bois mort,O,2021-09-10T18:13:03.000,TVJV,,DHP
S160,508,3028,3048,{F443B7A5-7136-42DE-8ABB-CC3401C9D962},4374,VOPA_038,TICO,19,EMPRI,PUB,"Plantation superficielle, mortalité prématurée possible",ELTAFO,2022,TVERTE,,O,2021-09-14T14:26:14.000,TVJV,,DHP
S160,509,3029,3049,{4010CD56-4209-4F86-84B2-0B2B69C995F1},4374,VOPA_038,ACPL,22,EMPRI,PUB,plantation superficielle,AUC,,,,O,2021-09-14T14:14:38.000,TVJV,,DHP
S165,513,3033,3053,{904C7B9D-EBCE-4E29-943A-AE2CC70D96A5},4300,VOPA_038,FRPE,46,EMPRI,PUB,,ABSECT,2021,WESTGA,,N,,,,DHP
S165,514,3034,3054,{44DA6589-9FA3-4CC6-A560-886C49D06C81},4300,VOPA_038,FRPE,59,EMPRI,PUB, ,ABSECT,2021,WESTGA,,N,,,,DHP
S165,515,3035,3055,{920EF771-E4DC-4580-8F30-400A0617BF13},4300,VOPA_038,SOAU,13,EMPRI,PUB, ,AUC,,,,O,2021-09-20T14:25:27.000,TVJV,,DHP
S175,517,3037,3057,{50016C93-C87C-4C7C-BBA8-80F248C22EAE},4311,VOPA_038,ACPL,25,EMPRI,PUB, ,AUC,,,,O,2021-09-14T20:04:17.000,TVJV,,DHP
S175,518,3038,3058,{607F037F-528F-4DF8-9AD4-E07F0FDC8CE6},4311,VOPA_038,PIPU,22,EMPRI,PUB, ,AUC,,,,O,2021-09-14T20:14:20.000,TVJV,,DHP
S166,519,3039,3059,{6E048DAE-6773-47E9-ABFF-0255CA77F871},4321,VOPA_038,ACRU,21,EMPRI,PUB,,AUC,,,,O,2021-09-14T14:50:58.000,TVJV,,DHP
S166,520,3040,3060,{8BC72866-2385-47FC-AAA0-3BB557C70366},4325,VOPA_038,SYRE,17,EMPRI,PUB, ,ABDIRE,2023,TVERTE,,O,2021-09-14T14:48:00.000,TVJV,,DHP
S159,523,3043,3063,{4ED6A3E7-1C3C-47CF-AAE2-1C08B819DF79},239,VOPA_067,ACFR,30,EMPRI,PUB,"Plantation superficielle, ",ELCOMP,2023,TVERTE,"allègement et restructuration, dhp estimé (construction)",O,2021-09-09T18:43:42.000,TVJV,,DHP
S157,525,3045,3065,{07EB0654-A42D-4712-99C9-E422F111F831},251,VOPA_067,ACSA,36,EMPRI,PUB, ,ELCOMP,2021,TVERTE,dégagement signalisation et allègement des branches codominantes,O,2021-09-09T19:33:05.000,TVJV,,DHP
S160,526,3046,3066,{ED70821E-6594-4870-97F0-4722BFC585DA},216,VOPA_109,QUPA,7,EMPRI,PUB,,,,TVERTE,,O,2021-09-14T13:21:40.000,TVJV,,DHP
S180,528,3048,3068,{32EB6B91-B699-4183-8949-79F7A4570CF5},221,VOPA_032,ACPL,26,EMPRI,PUB,"cavites au pied, tronc, ecorce sec, branches mortes",ABSECT,90,TVERTE,,O,2021-09-20T14:58:56.000,TVJV,,DHP
S180,529,3049,3069,{1E67A26D-5B80-4C3F-B826-221955ECD056},221,VOPA_032,ACPL,27,EMPRI,PUB,Tronc principal partie (tempÃªte),ABSECT,2023,TVERTE,,O,2021-09-20T15:01:41.000,TVJV,,DHP
S183,530,3050,3070,{60189EB5-5D14-4B1A-BFB9-FF8D3132E9D8},4205,VOPA_116,GLTRIN,15,FOSSE,PUB,,GRAGRE,2021,TVERTE,,O,2021-09-22T14:41:24.000,TVJV,,DHP
S183,531,3051,3071,{7A968733-8BD0-401C-9D57-B834F46AC45A},4201,VOPA_116,GLTRIN,13,FOSSE,PUB,structure électrique parterre,GRAGRE,2022,TVERTE,,O,2021-09-22T14:43:32.000,TVJV,,DHP
S193,532,3052,3072,{C99B5718-F6EE-48DE-BC0D-0857685411EE},4051,VOPA_116,ACPL,15,FOSSE,PUB,,AUC,,,,O,2021-09-29T14:21:02.000,TVJV,,DHP
S193,533,3053,3073,{AB1D8688-9C90-45CA-BC22-8F0601CC9968},4075,VOPA_116,ACPL,17,FOSSE,PUB,,AUC,,,,O,2021-09-29T14:26:14.000,TVJV,,DHP
S193,534,3054,3074,{59BDB203-9A38-421B-8AA5-09795364802C},4075,VOPA_116,ACPL,25,EMPRI,PUB,,GRAGRE,2021,TVERTE,Le propriétaire de Peluche trouve que l’arbre cache son enseigne devant 2022 (Naomi Hamel),O,2021-09-29T14:30:03.000,TVJV,,DHP
S193,535,3055,3075,{9E848D12-9FD2-45C6-9380-6AFF4867B1FF},4075,VOPA_116,ACSP,7,FOSSE,PUB,Asphalte. miyabei 'State Street Morton',ARROSA,2021,WESTHA,,N,,,,DHP
S188,536,3056,3077,{B4ACCFA8-ACC2-47F5-8667-F01766DD7C26},4175,VOPA_116,GLTRIN,13,FOSSE,PUB,"branche morte par dessus le trottoir, blessure au pied, Protection hiver colombage, plastique dans les branches demande de citoyen de le retirer avrils 2021",GRAGRE,2024,TVERTE,,O,2021-09-29T13:18:37.000,TVJV,,DHP
S188,537,3057,3078,{6316096D-70B0-4A66-B2F0-397358312390},4175,VOPA_116,GLTRIN,22,FOSSE,PUB,"petite branche morte par dessus le trottoir, Protection hiver colombage",GRAGRE,2022,TVERTE,assainissement aussi,O,2021-09-29T13:21:37.000,TVJV,,DHP
S188,538,3058,3079,{E09FB144-1122-4168-B04E-876D6E6B4568},4175,VOPA_116,GLTRIN,14,FOSSE,PUB,,AUC,,,,O,2021-09-29T13:27:05.000,TVJV,,DHP
S188,539,3059,3080,{8E24F87F-AB24-4DC6-A3AB-7D7BD8348F06},4185,VOPA_116,GLTRIN,19,FOSSE,PUB,,GRAGRE,2023,TVERTE,,O,2021-09-29T13:30:27.000,TVJV,,DHP
S188,540,3060,3081,{93B510AC-469D-4E2C-8E9E-9E27BC198B3F},4185,VOPA_116,GLTRIN,21,FOSSE,PUB,"grille encore présent sous le patio, faut communiquer avec propriétaire avant de le retirer",AUC,,,,O,2021-09-29T13:35:21.000,TVJV,,DHP
S177,542,3062,3083,{335E330C-7AC0-4DC5-A21E-D045EC62EC97},4288,VOPA_038,ACPL,26,EMPRI,PUB, chancre important exposé côté E.  Risque faible mais abattage dans 5 ans,AUC,,,,O,2021-09-20T15:12:20.000,TVJV,,DHP
S177,543,3063,3084,{BDA15371-F116-4AD8-B7DB-8EB23C42023C},4286,VOPA_038,ACFR,30,EMPRI,PUB,,ELALLE,2023,TVERTE,,O,2021-09-20T15:14:46.000,TVJV,,DHP
S177,545,3065,3086,{01CF425F-3BEC-4B3B-8616-F3B3D34ECBC4},4270,VOPA_038,ACPL,27,EMPRI,PUB,,AUC,,,,O,2021-09-20T15:18:21.000,TVJV,,DHP
S177,546,3066,3087,{B4F7F7D3-D8D3-428D-998B-D26A7BAE3003},4250,VOPA_038,ACPL,29,EMPRI,PUB, ,ELCOMP,2022,TVERTE,dégagement rue et allègement branches codominantes,O,2021-09-20T15:25:15.000,TVJV,,DHP
S176,547,3067,3088,{83D99227-5D39-48F3-8F8C-BE96093A9ED5},4281,VOPA_038,ACSA,17,EMPRI,PUB,,ELDEGA,2023,TVERTE,,O,2021-09-20T13:56:59.000,TVJV,,DHP
S181,548,3068,3089,{3701F7E1-B17E-416B-AB96-1C102CDACB0D},4250,VOPA_038,ACPLCO,17,EMPRI,PUB,planté dans un trou d'asphalte,AUC,,,,O,2021-09-20T19:42:09.000,TVJV,,DHP
S181,549,3069,3090,{D4D018A4-5E50-4601-81D3-580B0893A1B6},220,VOPA_087,CROV,3,EMPRI,PUB,,AUC,,,,O,2021-09-20T20:00:37.000,TVJV,,DHP
S182,550,3070,3091,{039BF26B-E1BF-4E51-8C83-88E2F65C7323},225,VOPA_087,GLTRNA,4,EMPRI,PUB,,ARROSA,2021,WESTHA,,N,,,,DHP
S184,555,3075,3096,{1E8BD9A6-D05B-410F-903E-AAECE1A6F507},0,VOPA_038,ACPL,33,EMPRI,PUB, ,ELALLE,2023,TVERTE, allègement br primaire côté O et dégagement bâtiment,O,2021-09-20T20:55:15.000,TVJV,,DHP
S184,556,3076,3097,{15BF77CB-8CC6-47FC-8165-7231762B1E6F},1250,VOPA_050,GLTRIN,8,FOSSE,PUB,,AUC,,,,O,2021-09-22T13:44:07.000,TVJV,,DHP
S184,557,3077,3098,{A2527D25-B12C-4A8F-9068-1A040A414E09},1250,VOPA_050,GLTRIN,10,FOSSE,PUB,,AUC,,,,O,2021-09-22T13:43:06.000,TVJV,,DHP
S187,558,3078,3099,{1FFC8920-0D9F-4EAD-9D51-96D8881CC3B8},1304,VOPA_050,GLTRIN,13,FOSSE,PUB,,AUC,,,,O,2021-09-22T13:25:53.000,TVJV,,DHP
S187,559,3079,3100,{B62EDDE5-A2C9-4EAF-A7E8-E867D9F40770},1304,VOPA_050,GLTRIN,13,FOSSE,PUB,,AUC,,,,O,2021-09-22T13:27:14.000,TVJV,,DHP
S185,562,3082,3103,{BAA1D916-1CC0-433E-8EF4-680B5CD99C48},4201,VOPA_116,GLTRIN,13,FOSSE,PUB,,INSPRE,2024,TVERTE,carie exposé 60% du collet racinaire,O,2021-09-22T14:51:06.000,TVJV,,DHP
S185,563,3083,3104,{FD32CAF6-D25F-496E-955D-10F6CF7D9FD5},4201,VOPA_116,GLTRIN,15,FOSSE,PUB,structure électrique parterre,AUC,,,,O,2021-09-22T14:45:51.000,TVJV,,DHP
S186,564,3084,3105,{46145085-19C2-4D26-B7E6-93B913D81872},1201,VOPA_050,GLTRIN,12,FOSSE,PUB,structure électrique parterre,GRAGRE,2024,TVERTE,,O,2021-09-22T14:38:02.000,TVJV,,DHP
S186,565,3085,3106,{A9C2E920-2002-406B-898A-FCDE594626A7},1201,VOPA_050,GLTRIN,12,FOSSE,PUB,,AUC,,,,O,2021-09-22T14:34:52.000,TVJV,,DHP
S186,566,3086,3107,{D9D35209-681F-4BF5-9781-AF2AC5B644B0},0,VOPA_050,GLTRIN,6,FOSSE,PUB,,AUC,,,,O,2021-09-22T14:12:40.000,TVJV,,DHP
S186,567,3087,3108,{5B1234DD-3D00-4700-8D6C-84B5B539135D},0,VOPA_050,GLTRIN,6,FOSSE,PUB,,AUC,,,,O,2021-09-22T14:10:48.000,TVJV,,DHP
S190,568,3088,3109,{076FB8B5-E845-4C43-B443-3D8648446364},0,VOPA_050,GLTRIN,9,FOSSE,PUB,,ELREHA,2022,TVERTE,"dégagement structure bixi, retirer protection tronc (retirer une partie de la grille dans 2 ans)",O,2021-09-22T13:40:24.000,TVJV,,DHP
S190,569,3089,3110,{B8A398F5-F60E-440B-B4E2-687CD521296B},0,VOPA_038,GLTRIN,8,FOSSE,PUB,,REPRTR,2022,TVERTE,,O,2021-09-22T13:35:56.000,TVJV,,DHP
S190,571,3091,3112,{AA7FEA3E-2612-4B94-854C-BE69BF7CF25E},3,VOPA_104,FRSP,38,EMPRI,PUB, ,ESDECH,2021,WESTGA,"Remove tree in winter(snow). Contacter Conseil d'administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux.  Faire souches au printemps.",N,,,,DHP
S190,572,3092,3113,{42B9E8C1-0871-48BB-B733-434E78370929},2,VOPA_104,FRPE,43,EMPRI,PUB,,ESDECH,2021,WEEQIN,"Remove tree in winter(snow). Contacter Conseil dâ€™administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux.  Faire souches au printemps.",N,,,,DHP
S190,574,3094,3115,{AF5669D2-9EBB-44E6-A223-D7B400D038EA},2,VOPA_104,FRPE,33,EMPRI,PUB, ,,,,"Arbre privé verifié avec Nicolas Ouellet DEP GENIE Remove tree in winter(snow). Contacter Conseil dâ€™administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux",N,,,,DHP
S190,578,3098,3119,{820BB190-C84F-4D89-91E0-9E75FB20C381},2,VOPA_104,FRPE,38,EMPRI,PV, Arbre privé verifié avec Nicolas Ouellet DEP GENIE,ESDECH,2021,WEEQIN,"Remove tree in winter(snow). Contacter Conseil d'administration de Westmount Square Residential Inc. 1, Westmount Square, Bureau 220 M. Jan Oosterwaal Pour aviser travaux. Faire souches au printemps.",N,,,,DHP
S194,579,3099,3120,{0623CE9F-7FE2-4933-AF46-AF41A14B4995},1,VOPA_151,ACPL,53,EMPRI,PUB, ,ABSECT,90,TVERTE, chancres importants,O,2021-09-23T19:34:08.000,TVJV,,DHP
S194,580,3101,3122,{C0C7400F-6EB0-4418-ABDB-679465291B16},1,VOPA_151,ACPL,27,EMPRI,PUB, ,AUC,,, ,O,2021-09-23T19:42:36.000,TVJV,,DHP
S210,582,3103,3124,{F43E6F45-74AA-4D32-867F-CF6EF9851351},4251,VOPA_038,SYRE,11,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T21:43:26.000,TVJV,,DHP
S210,583,3104,3125,{A7DC1BA1-0582-40D1-A293-B8BC922B6085},4251,VOPA_038,SYRE,17,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T21:42:23.000,TVJV,,DHP
S210,584,3105,3126,{3A5D9C2D-D451-4574-B273-9392449A02A1},4251,VOPA_038,SYRE,15,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T21:44:18.000,TVJV,,DHP
S198,591,3112,3133,{A6DDCEA8-6437-4E20-B323-B60D2CCF7174},0,VOPA_121,GLTRIN,5,FOSSE,PUB,,REMPLA,2022,TVERTE,,O,2021-09-23T20:08:02.000,TVJV,,DHP
S198,595,3116,3137,{85C14CF5-EA61-469C-A9CC-092BD217BAF1},0,VOPA_121,ACSA,43,EMPRI,PUB,blessures au collet racinaire important,INSPRE,2024,TVERTE,dépérissement et carie au collet racinaire à surveiller,O,2021-09-23T20:51:38.000,TVJV,,DHP
S240,603,4124,4157,{CFAB34B8-D43E-4BFE-9F28-45F743932C91},4145,VOPA_121,ACSP,4,EMPRI,PUB,A. miyabek 'State Street Morton',ARROSA,2021,WESTHA,,N,,,,DHP
S214,605,4126,4159,{9E1BDB04-D916-4355-955B-34B210318418},4145,VOPA_121,ACPL,54,EMPRI,PUB, ,ELSECU,2022,TVERTE, ,O,2021-09-21T18:21:50.000,TVJV,,DHP
S214,606,4127,4160,{3B845382-01B2-40E4-BB04-8BB95C05A960},4141,VOPA_121,GLTRIN,31,EMPRI,PUB,,RETUSE,2022,TVERTE," tuteur encastré parterre, assainissement bois mort",O,2021-09-21T18:23:35.000,TVJV,,DHP
S214,607,4128,4161,{6113C18F-C011-4D41-92C5-5B2B6FC96A66},4141,VOPA_121,GLTRIN,33,EMPRI,PUB,,RETUSE,2022,TVERTE, tuteur encastré parterre,O,2021-09-21T18:27:15.000,TVJV,,DHP
S214,608,4129,4162,{076DBBFF-B8A3-4556-92BA-304F1D2C153E},4131,VOPA_121,GLTRIN,35,EMPRI,PUB,,RETUSE,2022,TVERTE," tuteur encastré au collet, dégagement parterre et assainissement",O,2021-09-21T18:30:11.000,TVJV,,DHP
